CMDLINE /home/trunc8/villa/Basement/Playground/Jupyter_Directory/jupyter_env/bin/python3 suspension_optimization.py -a SA
MEM 3.539062 1618850879.6677
MEM 20.164062 1618850879.7680
MEM 30.019531 1618850879.8684
MEM 38.261719 1618850879.9687
MEM 46.394531 1618850880.0690
MEM 65.070312 1618850880.1694
MEM 70.519531 1618850880.2697
MEM 70.519531 1618850880.3700
MEM 70.519531 1618850880.4703
MEM 70.519531 1618850880.5706
MEM 70.519531 1618850880.6708
MEM 70.519531 1618850880.7711
MEM 70.519531 1618850880.8714
MEM 70.519531 1618850880.9717
MEM 70.519531 1618850881.0719
MEM 70.519531 1618850881.1722
MEM 70.519531 1618850881.2725
MEM 70.519531 1618850881.3728
MEM 70.519531 1618850881.4731
MEM 70.519531 1618850881.5733
MEM 70.519531 1618850881.6736
MEM 70.519531 1618850881.7738
MEM 70.519531 1618850881.8741
MEM 70.894531 1618850881.9744
MEM 70.894531 1618850882.0747
MEM 70.894531 1618850882.1750
MEM 70.894531 1618850882.2753
MEM 70.894531 1618850882.3755
MEM 70.894531 1618850882.4758
MEM 70.894531 1618850882.5761
MEM 70.894531 1618850882.6764
MEM 70.894531 1618850882.7766
MEM 70.894531 1618850882.8769
MEM 70.894531 1618850882.9772
MEM 70.894531 1618850883.0774
MEM 70.894531 1618850883.1777
MEM 70.894531 1618850883.2779
MEM 70.894531 1618850883.3782
MEM 70.894531 1618850883.4786
MEM 70.894531 1618850883.5789
MEM 70.894531 1618850883.6791
MEM 70.894531 1618850883.7794
MEM 70.894531 1618850883.8798
MEM 70.894531 1618850883.9801
MEM 70.894531 1618850884.0804
MEM 70.894531 1618850884.1807
MEM 70.894531 1618850884.2810
MEM 70.894531 1618850884.3813
MEM 70.894531 1618850884.4816
MEM 70.894531 1618850884.5819
MEM 70.894531 1618850884.6821
MEM 70.894531 1618850884.7825
MEM 70.894531 1618850884.8828
MEM 70.894531 1618850884.9831
MEM 70.894531 1618850885.0834
MEM 70.894531 1618850885.1837
MEM 70.894531 1618850885.2840
MEM 70.894531 1618850885.3844
MEM 70.894531 1618850885.4847
MEM 70.894531 1618850885.5850
MEM 70.894531 1618850885.6853
MEM 70.894531 1618850885.7856
MEM 70.894531 1618850885.8859
MEM 70.894531 1618850885.9862
MEM 70.894531 1618850886.0865
MEM 70.894531 1618850886.1868
MEM 70.894531 1618850886.2871
MEM 70.894531 1618850886.3875
MEM 70.894531 1618850886.4878
MEM 70.894531 1618850886.5882
MEM 70.894531 1618850886.6885
MEM 70.894531 1618850886.7888
MEM 70.894531 1618850886.8891
MEM 70.894531 1618850886.9894
MEM 70.976562 1618850887.0897
MEM 70.976562 1618850887.1900
MEM 70.976562 1618850887.2904
MEM 70.976562 1618850887.3907
MEM 70.976562 1618850887.4910
MEM 70.976562 1618850887.5914
MEM 70.976562 1618850887.6917
MEM 70.976562 1618850887.7921
MEM 70.976562 1618850887.8924
MEM 70.976562 1618850887.9927
MEM 70.976562 1618850888.0930
MEM 70.976562 1618850888.1933
MEM 70.976562 1618850888.2936
MEM 70.976562 1618850888.3939
MEM 70.976562 1618850888.4943
MEM 70.976562 1618850888.5946
MEM 70.976562 1618850888.6950
MEM 70.976562 1618850888.7953
MEM 70.976562 1618850888.8956
MEM 70.976562 1618850888.9959
MEM 70.976562 1618850889.0961
MEM 70.976562 1618850889.1964
MEM 70.976562 1618850889.2966
MEM 70.976562 1618850889.3970
MEM 70.976562 1618850889.4972
MEM 70.976562 1618850889.5975
MEM 70.976562 1618850889.6977
MEM 70.976562 1618850889.7980
MEM 70.976562 1618850889.8984
MEM 70.976562 1618850889.9987
MEM 70.976562 1618850890.0990
MEM 70.976562 1618850890.1994
MEM 70.976562 1618850890.2996
MEM 70.976562 1618850890.3999
MEM 70.976562 1618850890.5002
MEM 70.976562 1618850890.6005
MEM 70.976562 1618850890.7008
MEM 70.976562 1618850890.8010
MEM 70.976562 1618850890.9013
MEM 70.976562 1618850891.0016
MEM 70.976562 1618850891.1020
MEM 70.976562 1618850891.2023
MEM 70.976562 1618850891.3025
MEM 70.976562 1618850891.4028
MEM 70.976562 1618850891.5031
MEM 70.976562 1618850891.6034
MEM 70.976562 1618850891.7037
MEM 70.976562 1618850891.8040
MEM 70.976562 1618850891.9043
MEM 70.976562 1618850892.0045
MEM 70.976562 1618850892.1048
MEM 70.976562 1618850892.2050
MEM 70.976562 1618850892.3053
MEM 70.976562 1618850892.4056
MEM 70.976562 1618850892.5059
MEM 70.976562 1618850892.6061
MEM 70.976562 1618850892.7064
MEM 70.976562 1618850892.8067
MEM 70.976562 1618850892.9069
MEM 70.976562 1618850893.0072
MEM 70.976562 1618850893.1074
MEM 70.976562 1618850893.2077
MEM 70.976562 1618850893.3079
MEM 70.976562 1618850893.4083
MEM 70.976562 1618850893.5085
MEM 70.976562 1618850893.6088
MEM 70.976562 1618850893.7090
MEM 70.976562 1618850893.8093
MEM 70.976562 1618850893.9095
MEM 70.976562 1618850894.0098
MEM 70.976562 1618850894.1100
MEM 70.976562 1618850894.2103
MEM 70.976562 1618850894.3106
MEM 70.976562 1618850894.4109
MEM 70.976562 1618850894.5112
MEM 70.976562 1618850894.6114
MEM 70.976562 1618850894.7117
MEM 70.976562 1618850894.8120
MEM 70.976562 1618850894.9123
MEM 70.976562 1618850895.0126
MEM 70.976562 1618850895.1129
MEM 70.976562 1618850895.2133
MEM 70.976562 1618850895.3136
MEM 70.976562 1618850895.4139
MEM 70.976562 1618850895.5142
MEM 70.976562 1618850895.6144
MEM 70.976562 1618850895.7147
MEM 70.976562 1618850895.8149
MEM 70.976562 1618850895.9152
MEM 70.976562 1618850896.0155
MEM 70.976562 1618850896.1157
MEM 70.976562 1618850896.2160
MEM 70.976562 1618850896.3163
MEM 70.976562 1618850896.4167
MEM 70.976562 1618850896.5169
MEM 70.976562 1618850896.6172
MEM 70.976562 1618850896.7175
MEM 70.976562 1618850896.8178
MEM 70.976562 1618850896.9181
MEM 70.976562 1618850897.0184
MEM 70.976562 1618850897.1186
MEM 70.976562 1618850897.2189
MEM 70.976562 1618850897.3192
MEM 70.976562 1618850897.4195
MEM 70.976562 1618850897.5197
MEM 70.976562 1618850897.6200
MEM 70.976562 1618850897.7202
MEM 70.976562 1618850897.8205
MEM 70.976562 1618850897.9207
MEM 70.976562 1618850898.0210
MEM 70.976562 1618850898.1212
MEM 70.976562 1618850898.2215
MEM 70.976562 1618850898.3217
MEM 70.976562 1618850898.4220
MEM 70.976562 1618850898.5223
MEM 70.976562 1618850898.6226
MEM 70.976562 1618850898.7228
MEM 70.976562 1618850898.8231
MEM 70.976562 1618850898.9234
MEM 70.976562 1618850899.0237
MEM 70.976562 1618850899.1240
MEM 70.976562 1618850899.2242
MEM 70.976562 1618850899.3245
MEM 70.976562 1618850899.4248
MEM 70.976562 1618850899.5250
MEM 70.976562 1618850899.6252
MEM 70.976562 1618850899.7255
MEM 70.976562 1618850899.8257
MEM 70.976562 1618850899.9260
MEM 70.976562 1618850900.0263
MEM 70.976562 1618850900.1266
MEM 70.976562 1618850900.2269
MEM 70.976562 1618850900.3271
MEM 70.976562 1618850900.4275
MEM 70.976562 1618850900.5278
MEM 70.976562 1618850900.6281
MEM 70.976562 1618850900.7284
MEM 70.976562 1618850900.8287
MEM 70.976562 1618850900.9289
MEM 70.976562 1618850901.0292
MEM 70.976562 1618850901.1294
MEM 70.976562 1618850901.2297
MEM 70.976562 1618850901.3300
MEM 70.976562 1618850901.4303
MEM 70.976562 1618850901.5306
MEM 70.976562 1618850901.6309
MEM 70.976562 1618850901.7311
MEM 70.976562 1618850901.8314
MEM 70.976562 1618850901.9317
MEM 70.976562 1618850902.0320
MEM 70.976562 1618850902.1322
MEM 70.976562 1618850902.2325
MEM 70.976562 1618850902.3328
MEM 70.976562 1618850902.4332
MEM 70.976562 1618850902.5334
MEM 70.976562 1618850902.6337
MEM 70.976562 1618850902.7340
MEM 70.976562 1618850902.8343
MEM 70.976562 1618850902.9345
MEM 70.976562 1618850903.0348
MEM 70.976562 1618850903.1350
MEM 70.976562 1618850903.2353
MEM 70.976562 1618850903.3355
MEM 70.976562 1618850903.4359
MEM 70.976562 1618850903.5361
MEM 70.976562 1618850903.6364
MEM 70.976562 1618850903.7366
MEM 70.976562 1618850903.8369
MEM 70.976562 1618850903.9372
MEM 70.976562 1618850904.0374
MEM 70.976562 1618850904.1377
MEM 70.976562 1618850904.2379
MEM 70.976562 1618850904.3382
MEM 70.976562 1618850904.4385
MEM 70.976562 1618850904.5388
MEM 70.976562 1618850904.6390
MEM 70.976562 1618850904.7393
MEM 70.976562 1618850904.8396
MEM 70.976562 1618850904.9398
MEM 70.976562 1618850905.0402
MEM 70.976562 1618850905.1405
MEM 70.976562 1618850905.2408
MEM 70.976562 1618850905.3411
MEM 70.976562 1618850905.4414
MEM 70.976562 1618850905.5416
MEM 70.976562 1618850905.6419
MEM 70.976562 1618850905.7422
MEM 70.976562 1618850905.8424
MEM 70.976562 1618850905.9427
MEM 70.976562 1618850906.0429
MEM 70.976562 1618850906.1432
MEM 70.976562 1618850906.2434
MEM 70.976562 1618850906.3437
MEM 70.976562 1618850906.4440
MEM 70.976562 1618850906.5443
MEM 70.976562 1618850906.6446
MEM 70.976562 1618850906.7449
MEM 70.976562 1618850906.8452
MEM 70.976562 1618850906.9455
MEM 70.976562 1618850907.0459
MEM 70.976562 1618850907.1461
MEM 70.976562 1618850907.2464
MEM 70.976562 1618850907.3466
MEM 70.976562 1618850907.4470
MEM 70.976562 1618850907.5472
MEM 70.976562 1618850907.6475
MEM 70.976562 1618850907.7478
MEM 70.976562 1618850907.8480
MEM 70.976562 1618850907.9483
MEM 70.976562 1618850908.0485
MEM 70.976562 1618850908.1488
MEM 70.976562 1618850908.2490
MEM 70.976562 1618850908.3493
MEM 70.976562 1618850908.4496
MEM 70.976562 1618850908.5499
MEM 70.976562 1618850908.6501
MEM 70.976562 1618850908.7504
MEM 70.976562 1618850908.8507
MEM 70.976562 1618850908.9510
MEM 70.976562 1618850909.0512
MEM 70.976562 1618850909.1515
MEM 70.976562 1618850909.2517
MEM 70.976562 1618850909.3520
MEM 70.976562 1618850909.4523
MEM 70.976562 1618850909.5526
MEM 70.976562 1618850909.6528
MEM 70.976562 1618850909.7531
MEM 70.976562 1618850909.8534
MEM 70.976562 1618850909.9537
MEM 70.976562 1618850910.0539
MEM 70.976562 1618850910.1542
MEM 70.976562 1618850910.2544
MEM 70.976562 1618850910.3547
MEM 70.976562 1618850910.4551
MEM 70.976562 1618850910.5554
MEM 70.976562 1618850910.6556
MEM 70.976562 1618850910.7559
MEM 70.976562 1618850910.8562
MEM 70.976562 1618850910.9565
MEM 70.976562 1618850911.0567
MEM 70.976562 1618850911.1570
MEM 70.976562 1618850911.2572
MEM 70.976562 1618850911.3575
MEM 70.976562 1618850911.4578
MEM 70.976562 1618850911.5581
MEM 70.976562 1618850911.6584
MEM 70.976562 1618850911.7587
MEM 70.976562 1618850911.8589
MEM 70.976562 1618850911.9592
MEM 70.976562 1618850912.0595
MEM 70.976562 1618850912.1598
MEM 70.976562 1618850912.2601
MEM 70.976562 1618850912.3604
MEM 70.976562 1618850912.4607
MEM 70.976562 1618850912.5610
MEM 70.976562 1618850912.6612
MEM 70.976562 1618850912.7615
MEM 70.976562 1618850912.8618
MEM 70.976562 1618850912.9621
MEM 70.976562 1618850913.0624
MEM 70.976562 1618850913.1626
MEM 70.976562 1618850913.2629
MEM 70.976562 1618850913.3632
MEM 70.976562 1618850913.4635
MEM 70.976562 1618850913.5638
MEM 70.976562 1618850913.6641
MEM 70.976562 1618850913.7645
MEM 70.976562 1618850913.8647
MEM 70.976562 1618850913.9650
MEM 70.976562 1618850914.0654
MEM 70.976562 1618850914.1657
MEM 70.976562 1618850914.2660
MEM 70.976562 1618850914.3663
MEM 70.976562 1618850914.4666
MEM 70.976562 1618850914.5670
MEM 70.976562 1618850914.6673
MEM 70.976562 1618850914.7677
MEM 70.976562 1618850914.8681
MEM 70.976562 1618850914.9684
MEM 70.976562 1618850915.0687
MEM 70.976562 1618850915.1691
MEM 70.976562 1618850915.2694
MEM 70.976562 1618850915.3697
MEM 70.976562 1618850915.4701
MEM 70.976562 1618850915.5705
MEM 70.976562 1618850915.6708
MEM 70.976562 1618850915.7711
MEM 70.976562 1618850915.8714
MEM 70.976562 1618850915.9717
MEM 70.976562 1618850916.0720
MEM 70.976562 1618850916.1724
MEM 70.976562 1618850916.2727
MEM 70.976562 1618850916.3730
MEM 70.976562 1618850916.4732
MEM 70.976562 1618850916.5735
MEM 70.976562 1618850916.6739
MEM 70.976562 1618850916.7742
MEM 70.976562 1618850916.8745
MEM 70.976562 1618850916.9748
MEM 70.976562 1618850917.0750
MEM 70.976562 1618850917.1754
MEM 70.976562 1618850917.2757
MEM 70.976562 1618850917.3760
MEM 70.976562 1618850917.4763
MEM 70.976562 1618850917.5767
MEM 70.976562 1618850917.6770
MEM 70.976562 1618850917.7772
MEM 70.976562 1618850917.8776
MEM 70.976562 1618850917.9779
MEM 70.976562 1618850918.0782
MEM 70.976562 1618850918.1785
MEM 70.976562 1618850918.2787
MEM 70.976562 1618850918.3790
MEM 70.976562 1618850918.4793
MEM 70.976562 1618850918.5797
MEM 70.976562 1618850918.6800
MEM 70.976562 1618850918.7803
MEM 70.976562 1618850918.8806
MEM 70.976562 1618850918.9810
MEM 70.976562 1618850919.0812
MEM 70.976562 1618850919.1815
MEM 70.976562 1618850919.2819
MEM 70.976562 1618850919.3822
MEM 70.976562 1618850919.4825
MEM 70.976562 1618850919.5829
MEM 70.976562 1618850919.6831
MEM 70.976562 1618850919.7834
MEM 70.976562 1618850919.8837
MEM 70.976562 1618850919.9840
MEM 70.976562 1618850920.0843
MEM 70.976562 1618850920.1846
MEM 70.976562 1618850920.2850
MEM 70.976562 1618850920.3853
MEM 70.976562 1618850920.4856
MEM 70.976562 1618850920.5861
MEM 70.976562 1618850920.6864
MEM 70.976562 1618850920.7868
MEM 70.976562 1618850920.8871
MEM 70.976562 1618850920.9874
MEM 70.976562 1618850921.0877
MEM 70.976562 1618850921.1879
MEM 70.976562 1618850921.2882
MEM 70.976562 1618850921.3885
MEM 70.976562 1618850921.4888
MEM 70.976562 1618850921.5889
MEM 70.976562 1618850921.6892
MEM 70.976562 1618850921.7895
MEM 70.976562 1618850921.8898
MEM 70.976562 1618850921.9901
MEM 70.976562 1618850922.0904
MEM 70.976562 1618850922.1907
MEM 70.976562 1618850922.2910
MEM 70.976562 1618850922.3913
MEM 70.976562 1618850922.4916
MEM 70.976562 1618850922.5920
MEM 70.976562 1618850922.6925
MEM 70.976562 1618850922.7928
MEM 70.976562 1618850922.8930
MEM 70.976562 1618850922.9933
MEM 70.976562 1618850923.0936
MEM 70.976562 1618850923.1939
MEM 70.976562 1618850923.2942
MEM 70.976562 1618850923.3945
MEM 70.976562 1618850923.4948
MEM 70.976562 1618850923.5951
MEM 70.976562 1618850923.6954
MEM 70.976562 1618850923.7957
MEM 70.976562 1618850923.8960
MEM 70.976562 1618850923.9963
MEM 70.976562 1618850924.0966
MEM 70.976562 1618850924.1968
MEM 70.976562 1618850924.2970
MEM 70.976562 1618850924.3973
MEM 70.976562 1618850924.4976
MEM 70.976562 1618850924.5979
MEM 70.976562 1618850924.6982
MEM 70.976562 1618850924.7985
MEM 70.976562 1618850924.8988
MEM 70.976562 1618850924.9991
MEM 70.976562 1618850925.0993
MEM 70.976562 1618850925.1996
MEM 70.976562 1618850925.3000
MEM 70.976562 1618850925.4003
MEM 70.976562 1618850925.5006
MEM 70.976562 1618850925.6009
MEM 70.976562 1618850925.7012
MEM 70.976562 1618850925.8015
MEM 70.976562 1618850925.9018
MEM 70.976562 1618850926.0021
MEM 70.976562 1618850926.1024
MEM 70.976562 1618850926.2027
MEM 70.976562 1618850926.3030
MEM 70.976562 1618850926.4033
MEM 70.976562 1618850926.5036
MEM 70.976562 1618850926.6039
MEM 70.976562 1618850926.7042
MEM 70.976562 1618850926.8044
MEM 70.976562 1618850926.9047
MEM 70.976562 1618850927.0050
MEM 70.976562 1618850927.1053
MEM 70.976562 1618850927.2056
MEM 70.976562 1618850927.3059
MEM 70.976562 1618850927.4063
MEM 70.976562 1618850927.5066
MEM 70.976562 1618850927.6069
MEM 70.976562 1618850927.7072
MEM 70.976562 1618850927.8075
MEM 70.976562 1618850927.9079
MEM 70.976562 1618850928.0082
MEM 70.976562 1618850928.1085
MEM 70.976562 1618850928.2088
MEM 70.976562 1618850928.3091
MEM 70.976562 1618850928.4094
MEM 70.976562 1618850928.5097
MEM 70.976562 1618850928.6100
MEM 70.976562 1618850928.7103
MEM 70.976562 1618850928.8107
MEM 70.976562 1618850928.9110
MEM 70.976562 1618850929.0113
MEM 70.976562 1618850929.1116
MEM 70.976562 1618850929.2118
MEM 70.976562 1618850929.3121
MEM 70.976562 1618850929.4124
MEM 70.976562 1618850929.5127
MEM 70.976562 1618850929.6130
MEM 70.976562 1618850929.7133
MEM 70.976562 1618850929.8136
MEM 70.976562 1618850929.9139
MEM 70.976562 1618850930.0142
MEM 70.976562 1618850930.1145
MEM 70.976562 1618850930.2148
MEM 70.976562 1618850930.3150
MEM 70.976562 1618850930.4154
MEM 70.976562 1618850930.5157
MEM 70.976562 1618850930.6160
MEM 70.976562 1618850930.7163
MEM 70.976562 1618850930.8166
MEM 70.976562 1618850930.9169
MEM 70.976562 1618850931.0172
MEM 70.976562 1618850931.1175
MEM 70.976562 1618850931.2178
MEM 70.976562 1618850931.3181
MEM 70.976562 1618850931.4184
MEM 70.976562 1618850931.5187
MEM 70.976562 1618850931.6190
MEM 70.976562 1618850931.7192
MEM 70.976562 1618850931.8195
MEM 70.976562 1618850931.9198
MEM 70.976562 1618850932.0202
MEM 70.976562 1618850932.1205
MEM 70.976562 1618850932.2208
MEM 70.976562 1618850932.3210
MEM 70.976562 1618850932.4214
MEM 70.976562 1618850932.5217
MEM 70.976562 1618850932.6220
