k1,k2,k4,k5,c1,c2,c4,c5,b1,b2,w1,w2,omega
3.327573161193351e-05,3.3273299589961676e-05,3.327714886253424e-05,3.3275191033725875e-05,3.213725645625316e-05,3.1643901544879584e-05,3.171868654453175e-05,3.21776539336004e-05,5.410544015329796e-05,10000.0000239192,3025.000063454676,9999.999875953212,3.614028566720131e-05
