k1,k2,k4,k5,c1,c2,c4,c5,b1,b2,w1,w2,omega
10000.000041024097,10000.000041024063,10000.000041024097,10000.000041024063,4.002528325655142e-05,3.999034879054002e-05,4.002528325655142e-05,3.999034879054002e-05,10000.000045319497,3.529227306043161e-05,10000.000045984507,10000.000060779194,0.00011022032924968292
